id,image_path,articleType,gender,baseColour,season,usage,productDisplayName,mapped_color,neckline,dress_length,fabric,pattern,sleeve_length,mapped_usage,color_encoded,neckline_encoded,dress_length_encoded,fabric_encoded,pattern_encoded,sleeve_length_encoded,usage_encoded,season_encoded,gender_encoded
14035,/content/fashion_data/images/14035.jpg,Shirts,Men,Maroon,Fall,Casual,Flying Machine Men Check Maroon Shirts,Maroon,V-Neck,Mini,Cotton,Plaid,Short Sleeve,Casual,10,14,4,1,5,4,0,0,0
53791,/content/fashion_data/images/53791.jpg,Tshirts,Men,White,Summer,Casual,Puma Men White T-shirt,White,V-Neck,Mini,Cotton,Solid,Short Sleeve,Casual,22,14,4,1,7,4,0,2,0
19812,/content/fashion_data/images/19812.jpg,Sweatshirts,Men,Navy Blue,Fall,Casual,U.S. Polo Assn. Men Solid Navy Blue Sweatshirt,Navy Blue,Crew Neck,Knee-length,Polyester,Solid,Long Sleeve,Casual,12,3,1,7,7,3,0,0,0
16234,/content/fashion_data/images/16234.jpg,Tshirts,Men,White,Fall,Casual,Puma Men Disect White TShirt,White,Crew Neck,Mini,Cotton,Solid,Cap Sleeve,Casual,22,3,4,1,7,2,0,0,0
19476,/content/fashion_data/images/19476.jpg,Sweatshirts,Men,Black,Summer,Casual,Quiksilver Men Black Casual Sweatshirt,Black,High Neck,Knee-length,Polyester,Solid,Long Sleeve,Casual,1,5,1,7,7,3,0,2,0
45988,/content/fashion_data/images/45988.jpg,Sarees,Women,Black,Summer,Ethnic,Fabindia Black Mangalagiri Saree,Black,V-Neck,Maxi,Cotton,Solid,Sleeveless,Festive/Religious,1,14,2,1,7,5,1,2,2
14753,/content/fashion_data/images/14753.jpg,Shirts,Men,White,Fall,Formal,Arrow Men White Striped Shirt,White,Collared,Knee-length,Polyester,Striped,3/4 Sleeve,Formal,22,1,1,7,8,0,2,0,0
52959,/content/fashion_data/images/52959.jpg,Sarees,Women,Green,Fall,Ethnic,FNF Green Sari,Green,High Neck,Floor-length,Crepe,Solid,Short Sleeve,Festive/Religious,8,5,0,2,7,4,1,0,2
20120,/content/fashion_data/images/20120.jpg,Tops,Women,Purple,Fall,Casual,Wrangler Women Lace Detail Purple Top,Purple,Scoop Neck,Mini,Polyester,Solid,Cap Sleeve,Casual,17,10,4,7,7,2,0,0,2
9799,/content/fashion_data/images/9799.jpg,Tops,Women,Magenta,Fall,Casual,Scullers For Her Women Scullers Top Magenta Tops,Pink,Scoop Neck,Mini,Cotton,Solid,Bell Sleeve,Casual,16,10,4,1,7,1,0,0,2
8047,/content/fashion_data/images/8047.jpg,Tshirts,Men,Green,Fall,Sports,Fila Men's Core Pique Polo Green T-shirt,Green,Scoop Neck,Mini,Polyester,Solid,Short Sleeve,Sports,8,10,4,7,7,4,4,0,0
18574,/content/fashion_data/images/18574.jpg,Tshirts,Men,Black,Fall,Casual,Puma Men Ghetto Halftone Black T-shirt,Black,Crew Neck,Mini,Polyester,Solid,Short Sleeve,Casual,1,3,4,7,7,4,0,0,0
57030,/content/fashion_data/images/57030.jpg,Tops,Women,Pink,Summer,Casual,Forever New Women Pink Top,Pink,Square Neck,Mini,Crepe,Solid,3/4 Sleeve,Casual,16,11,4,2,7,0,0,2,2
31316,/content/fashion_data/images/31316.jpg,Tops,Women,White,Summer,Casual,W Women White Top,White,Scoop Neck,Mini,Silk,Solid,Bell Sleeve,Casual,22,10,4,9,7,1,0,2,2
12728,/content/fashion_data/images/12728.jpg,Tshirts,Men,Maroon,Fall,Casual,Timberland Men Printed Maroon Tshirts,Maroon,Scoop Neck,Mini,Cotton,Abstract,Cap Sleeve,Casual,10,10,4,1,0,2,0,0,0
12930,/content/fashion_data/images/12930.jpg,Tshirts,Men,Navy Blue,Fall,Casual,Classic Polo Men Club Navy Blue Tshirts,Navy Blue,Scoop Neck,Mini,Cotton,Solid,Cap Sleeve,Casual,12,10,4,1,7,2,0,0,0
32381,/content/fashion_data/images/32381.jpg,Tops,Women,Lavender,Summer,Casual,Arrow Woman Lavender Top,Purple,Halter,Mini,Cotton,Solid,Sleeveless,Casual,17,4,4,1,7,5,0,2,2
3476,/content/fashion_data/images/3476.jpg,Tshirts,Men,Blue,Fall,Sports,ADIDAS Men's Fresh Blue Sleeveless T-shirt,Blue,Crew Neck,Mini,Polyester,Solid,Short Sleeve,Sports,2,3,4,7,7,4,4,0,0
41300,/content/fashion_data/images/41300.jpg,Tshirts,Women,Green,Summer,Casual,Gini and Jony Girls Polo Striped Blue T-shirt,Green,Crew Neck,Mini,Cotton,Striped,Cap Sleeve,Casual,8,3,4,1,8,2,0,2,2
19532,/content/fashion_data/images/19532.jpg,Sweaters,Men,Red,Summer,Casual,United Colors of Benetton Men Solid Red Sweater,Red,Mock Neck,Mini,Polyester,Solid,Long Sleeve,Casual,18,7,4,7,7,3,0,2,0
45850,/content/fashion_data/images/45850.jpg,Kurtas,Women,Blue,Summer,Ethnic,Vishudh Women Blue Kurta,Blue,Keyhole,Midi,Cotton,Solid,Short Sleeve,Festive/Religious,2,6,3,1,7,4,1,2,2
38805,/content/fashion_data/images/38805.jpg,Tshirts,Men,Charcoal,Summer,Casual,Mickey Men Printed Charcoal T-shirt,Grey,V-Neck,Mini,Cotton,Abstract,Short Sleeve,Casual,9,14,4,1,0,4,0,2,0
39730,/content/fashion_data/images/39730.jpg,Tops,Women,Lavender,Summer,Casual,Arrow Woman Lavender Top,Purple,Scoop Neck,Mini,Crepe,Solid,Sleeveless,Casual,17,10,4,2,7,5,0,2,2
30755,/content/fashion_data/images/30755.jpg,Kurtas,Men,Purple,Summer,Ethnic,Fabindia Men Striped Purple Khadi Kurta,Purple,Keyhole,Maxi,Cotton,Striped,Short Sleeve,Festive/Religious,17,6,2,1,8,4,1,2,0
5748,/content/fashion_data/images/5748.jpg,Tshirts,Men,Blue,Summer,Casual,Probase Men's Ability Will You Get Turquoise T-shirt,Blue,Scoop Neck,Mini,Polyester,Solid,Short Sleeve,Casual,2,10,4,7,7,4,0,2,0
19526,/content/fashion_data/images/19526.jpg,Sweaters,Men,Black,Summer,Casual,United Colors of Benetton Men Striped Black Sweater,Black,Cowl Neck,Mini,Cotton,Striped,Long Sleeve,Casual,1,2,4,1,8,3,0,2,0
14136,/content/fashion_data/images/14136.jpg,Tops,Women,Black,Summer,Casual,Jealous 21 Women Stripes Black Tops,Black,Scoop Neck,Mini,Silk,Striped,Cap Sleeve,Casual,1,10,4,9,8,2,0,2,2
7790,/content/fashion_data/images/7790.jpg,Tshirts,Men,Olive,Fall,Casual,Proline Men Olive Green Polo T-shirt,Green,Crew Neck,Mini,Cotton,Solid,Cap Sleeve,Casual,8,3,4,1,7,2,0,0,0
14324,/content/fashion_data/images/14324.jpg,Sweaters,Women,Pink,Fall,Casual,ADIDAS Women Stripes Pink Sweaters,Pink,Turtleneck,Knee-length,Cotton,Striped,Long Sleeve,Casual,16,13,1,1,8,3,0,0,2
53006,/content/fashion_data/images/53006.jpg,Sarees,Women,Multi,Fall,Ethnic,FNF Multi Coloured Printed Sari,Multi-color,Boat Neck,Maxi,Crepe,Abstract,Cap Sleeve,Festive/Religious,11,0,2,2,0,2,1,0,2
39480,/content/fashion_data/images/39480.jpg,Kurtis,Women,Pink,Summer,Ethnic,Diva Women Pink Kurti,Pink,Keyhole,Knee-length,Crepe,Solid,Short Sleeve,Festive/Religious,16,6,1,2,7,4,1,2,2
2023,/content/fashion_data/images/2023.jpg,Tshirts,Men,Grey,Fall,Sports,ADIDAS Mens Chrome Graphic T-shirt,Grey,Scoop Neck,Mini,Polyester,Solid,Short Sleeve,Sports,9,10,4,7,7,4,4,0,0
44626,/content/fashion_data/images/44626.jpg,Tshirts,Men,Blue,Summer,Sports,Nike Blue Legend      Training  Tshirts,Blue,Scoop Neck,Mini,Cotton,Solid,Cap Sleeve,Sports,2,10,4,1,7,2,4,2,0
9686,/content/fashion_data/images/9686.jpg,Tshirts,Men,Navy Blue,Fall,Casual,ADIDAS Men Ess F Logo Navy Blue T-Shirts,Navy Blue,V-Neck,Mini,Cotton,Solid,Short Sleeve,Casual,12,14,4,1,7,4,0,0,0
31694,/content/fashion_data/images/31694.jpg,Kurtas,Women,Green,Summer,Ethnic,Folklore Women Printed Green Kurta,Green,High Neck,Maxi,Linen,Abstract,Short Sleeve,Festive/Religious,8,5,2,6,0,4,1,2,2
11526,/content/fashion_data/images/11526.jpg,Tops,Women,Black,Fall,Casual,United Colors of Benetton Women Light Winter Black Tops,Black,Scoop Neck,Mini,Silk,Solid,Sleeveless,Casual,1,10,4,9,7,5,0,0,2
41972,/content/fashion_data/images/41972.jpg,Tops,Women,Blue,Summer,Casual,Gini and Jony Girls Summer Up Blue Top,Blue,Halter,Mini,Silk,Solid,Cap Sleeve,Casual,2,4,4,9,7,2,0,2,2
40431,/content/fashion_data/images/40431.jpg,Dresses,Women,Navy Blue,Summer,Casual,Tonga Women Navy Blue Dress,Navy Blue,Square Neck,Midi,Chiffon,Solid,Cap Sleeve,Casual,12,11,3,0,7,2,0,2,2
28534,/content/fashion_data/images/28534.jpg,Tshirts,Men,White,Summer,Sports,Nike Men Sublimated White T-shirt,White,Scoop Neck,Mini,Polyester,Solid,Short Sleeve,Sports,22,10,4,7,7,4,4,2,0
31789,/content/fashion_data/images/31789.jpg,Tshirts,Women,Green,Summer,Casual,Lee Women Johana Green T-shirt,Green,Crew Neck,Mini,Cotton,Solid,Short Sleeve,Casual,8,3,4,1,7,4,0,2,2
41963,/content/fashion_data/images/41963.jpg,Tops,Women,Green,Summer,Casual,Gini and Jony Girls Core Green Top,Green,Halter,Mini,Crepe,Solid,Short Sleeve,Casual,8,4,4,2,7,4,0,2,2
26941,/content/fashion_data/images/26941.jpg,Tshirts,Women,Lavender,Summer,Casual,Jealous 21 Women Printed Lavender T-shirt,Purple,Crew Neck,Mini,Cotton,Abstract,Cap Sleeve,Casual,17,3,4,1,0,2,0,2,2
42424,/content/fashion_data/images/42424.jpg,Kurtas,Women,Blue,Summer,Ethnic,Aurelia Women Blue Kurta,Blue,Collared,Maxi,Linen,Solid,3/4 Sleeve,Festive/Religious,2,1,2,6,7,0,1,2,2
23134,/content/fashion_data/images/23134.jpg,Tshirts,Men,Navy Blue,Fall,Casual,Chhota Bheem Kids Boys I Like to Paint Navy Blue T-shirt,Navy Blue,Scoop Neck,Mini,Polyester,Solid,Short Sleeve,Casual,12,10,4,7,7,4,0,0,0
18973,/content/fashion_data/images/18973.jpg,Shirts,Men,Blue,Fall,Casual,United Colors of Benetton Men Blue Check Shirt,Blue,V-Neck,Mini,Cotton,Plaid,Long Sleeve,Casual,2,14,4,1,5,3,0,0,0
11375,/content/fashion_data/images/11375.jpg,Shirts,Women,White,Fall,Casual,United Colors Of Benetton Women Winter White Shirt,White,V-Neck,Mini,Polyester,Solid,3/4 Sleeve,Casual,22,14,4,7,7,0,0,0,2
57171,/content/fashion_data/images/57171.jpg,Tops,Women,Grey,Summer,Casual,Elle Women Grey Top,Grey,Off-Shoulder,Mini,Polyester,Solid,3/4 Sleeve,Casual,9,8,4,7,7,0,0,2,2
57975,/content/fashion_data/images/57975.jpg,Sarees,Women,Green,Fall,Ethnic,Prafful Green Sari,Green,Sweetheart,Floor-length,Crepe,Solid,Sleeveless,Festive/Religious,8,12,0,2,7,5,1,0,2
2145,/content/fashion_data/images/2145.jpg,Tshirts,Men,Green,Spring,Casual,Basics Men Green Striped Polo T-shirt,Green,Crew Neck,Mini,Cotton,Striped,Short Sleeve,Casual,8,3,4,1,8,4,0,1,0
9602,/content/fashion_data/images/9602.jpg,Shirts,Men,Black,Fall,Casual,Scullers Men Scul White & Red Shirt,Black,V-Neck,Mini,Polyester,Solid,Short Sleeve,Casual,1,14,4,7,7,4,0,0,0
37929,/content/fashion_data/images/37929.jpg,Dresses,Women,Pink,Summer,Casual,Mineral Women Pink Dress,Pink,Square Neck,Maxi,Cotton,Solid,3/4 Sleeve,Casual,16,11,2,1,7,0,0,2,2
11546,/content/fashion_data/images/11546.jpg,Kurtas,Women,Grey,Summer,Ethnic,W Women Printed Grey Kurtas,Grey,Keyhole,Midi,Crepe,Abstract,Short Sleeve,Festive/Religious,9,6,3,2,0,4,1,2,2
14055,/content/fashion_data/images/14055.jpg,Shirts,Men,Green,Fall,Casual,Flying Machine Men Check Green Shirts,Green,V-Neck,Mini,Polyester,Plaid,Long Sleeve,Casual,8,14,4,7,5,3,0,0,0
43307,/content/fashion_data/images/43307.jpg,Shirts,Women,White,Summer,Casual,United Colors of Benetton Women White Shirt,White,V-Neck,Mini,Cotton,Solid,Short Sleeve,Casual,22,14,4,1,7,4,0,2,2
16406,/content/fashion_data/images/16406.jpg,Shirts,Men,Maroon,Fall,Casual,Levis Men Check Maroon Shirts,Maroon,Collared,Mini,Linen,Plaid,Short Sleeve,Casual,10,1,4,6,5,4,0,0,0
22038,/content/fashion_data/images/22038.jpg,Kurtas,Women,Cream,Fall,Ethnic,Vishudh Women Cream Printed Kurta,Off White,High Neck,Maxi,Linen,Abstract,Long Sleeve,Festive/Religious,14,5,2,6,0,3,1,0,2
13999,/content/fashion_data/images/13999.jpg,Sweatshirts,Men,Black,Fall,Sports,Nike Men Solid Black Jackets,Black,High Neck,Mini,Cotton,Solid,Long Sleeve,Sports,1,5,4,1,7,3,4,0,0
5120,/content/fashion_data/images/5120.jpg,Tshirts,Women,Navy Blue,Summer,Casual,Wrangler Women's Feel Good Navy Blue T-shirt,Navy Blue,Crew Neck,Mini,Cotton,Solid,Short Sleeve,Casual,12,3,4,1,7,4,0,2,2
7212,/content/fashion_data/images/7212.jpg,Tunics,Women,Brown,Fall,Casual,Scullers For Her Women Layered  Brown Tunics,Brown,Scoop Neck,Knee-length,Linen,Solid,3/4 Sleeve,Casual,3,10,1,6,7,0,0,0,2
11575,/content/fashion_data/images/11575.jpg,Kurtas,Women,White,Summer,Ethnic,W Women Printed White Kurtas,White,High Neck,Maxi,Linen,Abstract,Short Sleeve,Festive/Religious,22,5,2,6,0,4,1,2,2
16004,/content/fashion_data/images/16004.jpg,Sweaters,Men,Grey,Fall,Casual,Turtle Stripes Men Grey Sweaters,Grey,Crew Neck,Knee-length,Wool,Striped,Long Sleeve,Casual,9,3,1,10,8,3,0,0,0
19551,/content/fashion_data/images/19551.jpg,Sweatshirts,Men,Blue,Summer,Casual,United Colors of Benetton Men Solid Blue SweatShirt,Blue,High Neck,Knee-length,Polyester,Solid,Long Sleeve,Casual,2,5,1,7,7,3,0,2,0
15030,/content/fashion_data/images/15030.jpg,Sweaters,Women,Pink,Fall,Casual,ADIDAS Women Stripes Pink Sweaters,Pink,Turtleneck,Mini,Wool,Striped,Long Sleeve,Casual,16,13,4,10,8,3,0,0,2
57446,/content/fashion_data/images/57446.jpg,Tshirts,Women,Black,Summer,Casual,Angry Birds Women Black T-shirt,Black,Scoop Neck,Mini,Polyester,Solid,Short Sleeve,Casual,1,10,4,7,7,4,0,2,2
6086,/content/fashion_data/images/6086.jpg,Tshirts,Women,Pink,Summer,Casual,UCB Women's Rollup Armhole Pink T-shirt,Pink,Crew Neck,Mini,Polyester,Solid,Short Sleeve,Casual,16,3,4,7,7,4,0,2,2
4762,/content/fashion_data/images/4762.jpg,Tshirts,Men,Green,Summer,Sports,ADIDAS Men's Stripe Polo Green Grey Yellow T-shirt,Green,Scoop Neck,Mini,Polyester,Striped,Cap Sleeve,Sports,8,10,4,7,8,2,4,2,0
3013,/content/fashion_data/images/3013.jpg,Shirts,Men,Grey,Summer,Casual,Lee Men Arnold Black Grey Check Shirt,Grey,Collared,Knee-length,Linen,Plaid,3/4 Sleeve,Casual,9,1,1,6,5,0,0,2,0
14324,/content/fashion_data/images/14324.jpg,Sweaters,Women,Pink,Fall,Casual,ADIDAS Women Stripes Pink Sweaters,Pink,Turtleneck,Knee-length,Cotton,Striped,Long Sleeve,Casual,16,13,1,1,8,3,0,0,2
59596,/content/fashion_data/images/59596.jpg,Sarees,Women,Brown,Fall,Ethnic,FNF Brown Wedding Collection Sari,Brown,High Neck,Maxi,Cotton,Solid,Cap Sleeve,Festive/Religious,3,5,2,1,7,2,1,0,2
11036,/content/fashion_data/images/11036.jpg,Tops,Women,Black,Fall,Casual,Jealous 21 Women Solid Black Tops,Black,Halter,Mini,Cotton,Solid,Sleeveless,Casual,1,4,4,1,7,5,0,0,2
9970,/content/fashion_data/images/9970.jpg,Sweatshirts,Men,Black,Fall,Sports,Nike Men As Squad Ft C Black Sweatshirts,Black,Crew Neck,Knee-length,Polyester,Solid,Long Sleeve,Sports,1,3,1,7,7,3,4,0,0
53025,/content/fashion_data/images/53025.jpg,Sarees,Women,Multi,Fall,Ethnic,FNF Multi Coloured Sari,Multi-color,High Neck,Floor-length,Crepe,Solid,Sleeveless,Festive/Religious,11,5,0,2,7,5,1,0,2
42103,/content/fashion_data/images/42103.jpg,Tshirts,Men,Black,Summer,Casual,ADIDAS Men Black Polo T-shirt,Black,V-Neck,Mini,Cotton,Solid,Short Sleeve,Casual,1,14,4,1,7,4,0,2,0
13486,/content/fashion_data/images/13486.jpg,Shirts,Men,White,Summer,Casual,United Colors of Benetton Men Stripes White Shirts,White,Collared,Knee-length,Polyester,Striped,3/4 Sleeve,Casual,22,1,1,7,8,0,0,2,0
1807,/content/fashion_data/images/1807.jpg,Tshirts,Men,Red,Fall,Casual,Quechua Men G1 Techfresh Red T-shirt,Red,Scoop Neck,Mini,Cotton,Solid,Short Sleeve,Casual,18,10,4,1,7,4,0,0,0
57051,/content/fashion_data/images/57051.jpg,Dresses,Women,Multi,Summer,Casual,Elle Women Multi Coloured Dress,Multi-color,Off-Shoulder,Knee-length,Polyester,Solid,3/4 Sleeve,Casual,11,8,1,7,7,0,0,2,2
3847,/content/fashion_data/images/3847.jpg,Tshirts,Men,White,Summer,Casual,Wrangler Men's True Wanderer White T-shirt,White,Crew Neck,Mini,Polyester,Solid,Cap Sleeve,Casual,22,3,4,7,7,2,0,2,0
19785,/content/fashion_data/images/19785.jpg,Tshirts,Men,Red,Winter,Casual,U.S. Polo Assn. Men Solid Red Tshirt,Red,Crew Neck,Mini,Polyester,Solid,Short Sleeve,Casual,18,3,4,7,7,4,0,3,0
21133,/content/fashion_data/images/21133.jpg,Tops,Women,Purple,Fall,Casual,s.Oliver Women Striped Purple Tshirt,Purple,Square Neck,Mini,Chiffon,Striped,Short Sleeve,Casual,17,11,4,0,8,4,0,0,2
20103,/content/fashion_data/images/20103.jpg,Kurtas,Women,Magenta,Fall,Ethnic,Diva Women Printed Magenta Kurta,Pink,Keyhole,Maxi,Silk,Abstract,Long Sleeve,Festive/Religious,16,6,2,9,0,3,1,0,2
19984,/content/fashion_data/images/19984.jpg,Tshirts,Men,White,Fall,Casual,United Colors of Benetton Men White Tshirt,White,Scoop Neck,Mini,Cotton,Solid,Short Sleeve,Casual,22,10,4,1,7,4,0,0,0
50884,/content/fashion_data/images/50884.jpg,Sarees,Women,Multi,Fall,Ethnic,Prafful Multi Coloured Printed Sari,Multi-color,Sweetheart,Floor-length,Chiffon,Abstract,Short Sleeve,Festive/Religious,11,12,0,0,0,4,1,0,2
20173,/content/fashion_data/images/20173.jpg,Shirts,Men,Purple,Winter,Casual,Wrangler Men Dark Purple Shirt,Purple,Collared,Mini,Linen,Solid,3/4 Sleeve,Casual,17,1,4,6,7,0,0,3,0
34989,/content/fashion_data/images/34989.jpg,Sarees,Women,Green,Summer,Ethnic,Fabindia H& Printed Green Cotton Mull Sari,Green,Boat Neck,Maxi,Silk,Abstract,Short Sleeve,Festive/Religious,8,0,2,9,0,4,1,2,2
7647,/content/fashion_data/images/7647.jpg,Tshirts,Men,Black,Fall,Sports,Puma Men's Ducati One Ups Black T-shirt,Black,V-Neck,Mini,Cotton,Solid,Short Sleeve,Sports,1,14,4,1,7,4,4,0,0
6506,/content/fashion_data/images/6506.jpg,Tshirts,Men,White,Summer,Casual,ADIDAS Men's Badge White T-shirt,White,Crew Neck,Mini,Cotton,Solid,Cap Sleeve,Casual,22,3,4,1,7,2,0,2,0
47675,/content/fashion_data/images/47675.jpg,Dresses,Women,Black,Summer,Casual,Femella Women Black Animal Printed Dress,Black,Off-Shoulder,Knee-length,Silk,Abstract,Long Sleeve,Casual,1,8,1,9,0,3,0,2,2
11463,/content/fashion_data/images/11463.jpg,Tshirts,Men,White,Fall,Casual,United Colors of Benetton Men  Winter White T-shirt,White,V-Neck,Mini,Cotton,Solid,Short Sleeve,Casual,22,14,4,1,7,4,0,0,0
34444,/content/fashion_data/images/34444.jpg,Tshirts,Women,Peach,Summer,Casual,Myntra Women Peach Peace Love Chocolate T-shirt,Nude,Scoop Neck,Mini,Polyester,Solid,Short Sleeve,Casual,13,10,4,7,7,4,0,2,2
11444,/content/fashion_data/images/11444.jpg,Tshirts,Women,Green,Fall,Casual,United Colors of Benetton Women Light Winter Green T-shirt,Green,Scoop Neck,Mini,Cotton,Solid,Short Sleeve,Casual,8,10,4,1,7,4,0,0,2
48505,/content/fashion_data/images/48505.jpg,Tops,Women,Cream,Summer,Casual,French Connection Women Cream Top,Off White,Scoop Neck,Mini,Crepe,Solid,3/4 Sleeve,Casual,14,10,4,2,7,0,0,2,2
3345,/content/fashion_data/images/3345.jpg,Tshirts,Men,White,Summer,Casual,Myntra Men's Executive White T-shirt,White,Crew Neck,Mini,Cotton,Solid,Short Sleeve,Casual,22,3,4,1,7,4,0,2,0
1869,/content/fashion_data/images/1869.jpg,Tshirts,Men,Navy Blue,Winter,Casual,FIFA Mens 1904 Navy Blue T-shirt,Navy Blue,V-Neck,Mini,Polyester,Solid,Short Sleeve,Casual,12,14,4,7,7,4,0,3,0
19851,/content/fashion_data/images/19851.jpg,Shirts,Men,Purple,Fall,Casual,U.S. Polo Assn. Men Solid Purple Shirt,Purple,Collared,Mini,Linen,Solid,3/4 Sleeve,Casual,17,1,4,6,7,0,0,0,0
9305,/content/fashion_data/images/9305.jpg,Tshirts,Men,Yellow,Fall,Casual,Indian Terrain Men Montez Yellow T-shirt,Yellow,Scoop Neck,Mini,Polyester,Solid,Cap Sleeve,Casual,23,10,4,7,7,2,0,0,0
48442,/content/fashion_data/images/48442.jpg,Tshirts,Men,White,Summer,Casual,French Connection Men White Printed T-shirt,White,Scoop Neck,Mini,Cotton,Abstract,Short Sleeve,Casual,22,10,4,1,0,4,0,2,0
33564,/content/fashion_data/images/33564.jpg,Tshirts,Women,White,Summer,Casual,Wrangler Women Butterfly White T-shirt,White,Scoop Neck,Mini,Polyester,Solid,Short Sleeve,Casual,22,10,4,7,7,4,0,2,2
34109,/content/fashion_data/images/34109.jpg,Tops,Women,Blue,Summer,Casual,Doodle Girls Printed Blue Top,Blue,Off-Shoulder,Mini,Silk,Abstract,Bell Sleeve,Casual,2,8,4,9,0,1,0,2,2
57179,/content/fashion_data/images/57179.jpg,Tunics,Women,Blue,Summer,Casual,Elle Women Blue Tunic,Blue,Crew Neck,Knee-length,Chiffon,Solid,Long Sleeve,Casual,2,3,1,0,7,3,0,2,2
8593,/content/fashion_data/images/8593.jpg,Tshirts,Men,Black,Fall,Casual,Scullers Men Black Polo T-Shirts,Black,Scoop Neck,Mini,Polyester,Solid,Cap Sleeve,Casual,1,10,4,7,7,2,0,0,0
23230,/content/fashion_data/images/23230.jpg,Kurtas,Women,Blue,Fall,Ethnic,Aneri Women Blue Checks Kurta,Blue,Keyhole,Maxi,Crepe,Plaid,3/4 Sleeve,Festive/Religious,2,6,2,2,5,0,1,0,2
2011,/content/fashion_data/images/2011.jpg,Tshirts,Men,Blue,Fall,Casual,ADIDAS Men Classic Blue Striped T-shirt,Blue,Crew Neck,Mini,Cotton,Striped,Cap Sleeve,Casual,2,3,4,1,8,2,0,0,0
9500,/content/fashion_data/images/9500.jpg,Shirts,Men,Black,Fall,Formal,John Miller Men white grey check Black Shirts,Black,Collared,Knee-length,Polyester,Plaid,Long Sleeve,Formal,1,1,1,7,5,3,2,0,0
32499,/content/fashion_data/images/32499.jpg,Shirts,Men,Olive,Summer,Casual,Scullers Men Olive Shirt,Green,V-Neck,Knee-length,Cotton,Solid,3/4 Sleeve,Casual,8,14,1,1,7,0,0,2,0
17917,/content/fashion_data/images/17917.jpg,Sweatshirts,Men,Purple,Fall,Sports,Nike Men Purple Sweatshirt,Purple,High Neck,Mini,Polyester,Solid,Long Sleeve,Sports,17,5,4,7,7,3,4,0,0
19065,/content/fashion_data/images/19065.jpg,Kurtas,Women,Purple,Fall,Ethnic,W Women Small Flower Pattern Purple Kurta,Purple,High Neck,Midi,Silk,Floral,3/4 Sleeve,Festive/Religious,17,5,3,9,2,0,1,0,2
3571,/content/fashion_data/images/3571.jpg,Tshirts,Women,Blue,Summer,Casual,ADIDAS Women's Tank Blue T-shirt,Blue,Crew Neck,Mini,Polyester,Solid,Cap Sleeve,Casual,2,3,4,7,7,2,0,2,2
34575,/content/fashion_data/images/34575.jpg,Tops,Women,Cream,Summer,Casual,Tonga Women Cream-Coloured Top,Off White,Scoop Neck,Mini,Crepe,Solid,3/4 Sleeve,Casual,14,10,4,2,7,0,0,2,2
37204,/content/fashion_data/images/37204.jpg,Jumpsuit,Women,Teal,Summer,Casual,United Colors of Benetton Women Printed Teal Jumpsuit,Teal,V-Neck,Knee-length,Cotton,Abstract,Short Sleeve,Casual,21,14,1,1,0,4,0,2,2
6274,/content/fashion_data/images/6274.jpg,Tshirts,Women,Green,Summer,Casual,UCB Women's Crystal Benetton Green T-shirt,Green,Crew Neck,Mini,Cotton,Solid,Short Sleeve,Casual,8,3,4,1,7,4,0,2,2
7801,/content/fashion_data/images/7801.jpg,Tshirts,Men,Navy Blue,Fall,Casual,Proline Men Navy Polo T-shirt,Navy Blue,V-Neck,Mini,Polyester,Solid,Short Sleeve,Casual,12,14,4,7,7,4,0,0,0
7934,/content/fashion_data/images/7934.jpg,Tshirts,Men,Red,Fall,Sports,Puma Men's MC Red Grey T-shirt,Red,Crew Neck,Mini,Cotton,Solid,Short Sleeve,Sports,18,3,4,1,7,4,4,0,0
26958,/content/fashion_data/images/26958.jpg,Shirts,Women,Teal,Summer,Casual,Jealous 21 Women Teal Shirt,Teal,Collared,Knee-length,Polyester,Solid,Long Sleeve,Casual,21,1,1,7,7,3,0,2,2
40028,/content/fashion_data/images/40028.jpg,Tshirts,Men,Blue,Summer,Casual,ADIDAS Men Blue & White Chelsea FC T-shirt,Blue,Scoop Neck,Mini,Polyester,Solid,Short Sleeve,Casual,2,10,4,7,7,4,0,2,0
6910,/content/fashion_data/images/6910.jpg,Tshirts,Women,White,Summer,Casual,Tantra Women's Rupee White T-shirt,White,Scoop Neck,Mini,Polyester,Solid,Short Sleeve,Casual,22,10,4,7,7,4,0,2,2
28573,/content/fashion_data/images/28573.jpg,Tshirts,Women,Pink,Summer,Casual,Nike Women Air Scoop Pink T-shirt,Pink,Crew Neck,Mini,Cotton,Solid,Cap Sleeve,Casual,16,3,4,1,7,2,0,2,2
20236,/content/fashion_data/images/20236.jpg,Tshirts,Women,Red,Fall,Casual,Wrangler Women Printed Red T-shirt,Red,Scoop Neck,Mini,Polyester,Abstract,Short Sleeve,Casual,18,10,4,7,0,4,0,0,2
4800,/content/fashion_data/images/4800.jpg,Tshirts,Men,Blue,Summer,Sports,ADIDAS Men's Ess 3s Crew Teal Blue T-Shirt,Blue,Crew Neck,Mini,Polyester,Solid,Cap Sleeve,Sports,2,3,4,7,7,2,4,2,0
